Source data:
n_boxes: 6, m: 5, d: 4, p_change_box: 0.100, nExp = 10000
# 8398, Balls: Green, Red, Red, Red
# 8399, Balls: Blue, Blue, Blue, Blue
# 8400, Balls: Blue, Red, Black, Black
# 8401, Balls: Green, Green, Blue, White
# 8402, Balls: Green, White, Red, Red
# 8403, Balls: Red, Blue, Red, Blue
# 8404, Balls: Red, Green, Blue, Black
# 8405, Balls: Green, Black, White, Blue
# 8406, Balls: Red, Green, Blue, Black
# 8407, Balls: White, Red, White, Red
# 8408, Balls: White, Red, White, Blue
# 8409, Balls: Blue, Red, Red, Red
# 8410, Balls: Green, Blue, White, Green
# 8411, Balls: Red, Black, Blue, White
# 8412, Balls: White, Red, Black, Red
# 8413, Balls: Red, Red, Blue, Red
# 8414, Balls: Blue, Blue, Red, Blue
# 8415, Balls: Blue, Black, Black, Green
# 8416, Balls: Red, Blue, Blue, Red
# 8417, Balls: Blue, Red, Red, White
# 8418, Balls: Green, Red, Black, Black
# 8419, Balls: Green, Red, White, Blue
# 8420, Balls: Blue, Black, Red, Blue
# 8421, Balls: Red, Blue, Black, Red
# 8422, Balls: Green, Blue, Blue, White
# 8423, Balls: Red, Blue, Blue, Black
# 8424, Balls: Red, Red, Blue, Red
# 8425, Balls: Red, White, Blue, White
# 8426, Balls: Red, Black, Blue, Red
# 8427, Balls: Green, Red, Blue, Red
# 8428, Balls: Red, White, Blue, Blue
# 8429, Balls: Blue, Red, Red, Red
# 8430, Balls: Red, Blue, Blue, Blue
# 8431, Balls: Black, White, Red, Blue
# 8432, Balls: Red, Green, Green, Green
# 8433, Balls: White, Green, Blue, Blue
# 8434, Balls: Blue, White, Blue, Blue
# 8435, Balls: Green, Blue, Green, Blue
# 8436, Balls: Blue, Black, Red, Blue
# 8437, Balls: White, Blue, Red, Red
# 8438, Balls: Red, Blue, White, Black
# 8439, Balls: Green, White, Blue, Red
# 8440, Balls: Blue, Blue, Blue, Red
# 8441, Balls: Blue, Green, Red, Black
# 8442, Balls: Red, Blue, White, Blue
# 8443, Balls: Red, Red, Black, Black
# 8444, Balls: White, Blue, Blue, White
# 8445, Balls: Red, Red, Green, White
# 8446, Balls: Blue, Red, Blue, Red
# 8447, Balls: Red, Red, Red, Red
# 8448, Balls: Red, Red, Red, Blue
# 8449, Balls: Black, White, Green, Red
# 8450, Balls: Black, White, Red, Red
# 8451, Balls: Red, White, White, Red
# 8452, Balls: Red, Red, Green, Blue
# 8453, Balls: White, Blue, White, Black
# 8454, Balls: Blue, Red, Green, Red
# 8455, Balls: Green, Red, Red, Green
# 8456, Balls: Blue, White, Blue, Red
# 8457, Balls: Red, Red, Black, White
# 8458, Balls: Red, Blue, Red, Red
# 8459, Balls: Black, Blue, Black, Blue
# 8460, Balls: White, Blue, White, Blue
# 8461, Balls: Blue, Red, Blue, Red
# 8462, Balls: Red, Blue, White, Blue
# 8463, Balls: Black, Blue, Red, Blue
# 8464, Balls: Blue, Red, White, White
# 8465, Balls: Blue, Red, Blue, Red
# 8466, Balls: Red, Red, Red, Red
# 8467, Balls: Red, Blue, Blue, Blue
# 8468, Balls: Green, White, Red, Red
# 8469, Balls: Red, Black, Blue, Blue
# 8470, Balls: Blue, White, Red, Blue
# 8471, Balls: Green, Blue, Red, Green
# 8472, Balls: Blue, Red, Green, Blue
# 8473, Balls: Red, White, Red, Blue
# 8474, Balls: Green, Black, Blue, Blue
# 8475, Balls: Red, White, Blue, Black
# 8476, Balls: Red, Blue, Red, Red
# 8477, Balls: Black, White, Blue, Blue
# 8478, Balls: Green, Blue, Blue, Blue
# 8479, Balls: Blue, Green, Black, Green
# 8480, Balls: Blue, White, Blue, Red
# 8481, Balls: Green, Red, White, Red
# 8482, Balls: Red, White, White, Red
# 8483, Balls: Black, Blue, Blue, Blue
# 8484, Balls: White, Blue, Red, Black
# 8485, Balls: Green, Blue, White, White
# 8486, Balls: Red, Black, Black, Blue
# 8487, Balls: White, Red, White, Blue
# 8488, Balls: Blue, White, Black, Blue
# 8489, Balls: Blue, Blue, Green, Black
# 8490, Balls: Blue, Black, White, Blue
# 8491, Balls: Green, Blue, Green, Black
# 8492, Balls: Green, Blue, Green, Blue
# 8493, Balls: Black, Blue, White, White
# 8494, Balls: Green, Green, Green, Green
# 8495, Balls: Black, White, Green, Blue
# 8496, Balls: Red, Blue, Red, Blue
# 8497, Balls: White, Blue, Red, Blue
# 8498, Balls: Blue, White, Black, Blue
# 8499, Balls: Green, Red, Black, Green
# 8500, Balls: Blue, White, Red, White
# 8501, Balls: Black, White, White, Blue
# 8502, Balls: Blue, Green, Green, Blue
# 8503, Balls: White, Green, Blue, White
# 8504, Balls: Blue, Blue, Black, White
# 8505, Balls: Red, Blue, Blue, Blue
# 8506, Balls: White, Green, Red, Black
# 8507, Balls: Blue, White, Red, Red
# 8508, Balls: Red, Red, Red, White
# 8509, Balls: Green, Red, White, Black
# 8510, Balls: Blue, Red, Blue, Blue
# 8511, Balls: Green, White, Red, Blue
# 8512, Balls: Blue, Blue, Red, Black
# 8513, Balls: White, Blue, Black, Red
# 8514, Balls: Blue, Black, Blue, Red
# 8515, Balls: Red, Red, Black, Green
# 8516, Balls: Red, Green, Blue, Blue
# 8517, Balls: Black, Red, Green, Red
# 8518, Balls: Red, White, Blue, Red
# 8519, Balls: Red, Green, Red, Blue
# 8520, Balls: Blue, Red, Blue, Black
# 8521, Balls: Blue, Red, Blue, Blue
# 8522, Balls: White, White, Blue, Red
# 8523, Balls: Green, Green, Red, Red
# 8524, Balls: Green, Blue, Red, Blue
# 8525, Balls: Black, Black, Green, Red
# 8526, Balls: White, Green, White, Green
# 8527, Balls: Green, Green, Red, Red
# 8528, Balls: Green, Blue, Red, Green
# 8529, Balls: Black, Red, Green, Red
# 8530, Balls: White, Black, Blue, Red
# 8531, Balls: Blue, Blue, White, Blue
# 8532, Balls: Red, Black, Blue, White
# 8533, Balls: Red, Green, White, Red
# 8534, Balls: Red, Blue, Blue, White
# 8535, Balls: Green, Blue, Black, Green
# 8536, Balls: Green, Blue, Blue, White
# 8537, Balls: White, Red, Green, Red
# 8538, Balls: Black, Blue, Black, Red
# 8539, Balls: Red, Blue, Green, Red
# 8540, Balls: Green, Blue, Blue, Green
# 8541, Balls: Blue, Red, Red, Green
# 8542, Balls: Black, White, Black, Black
# 8543, Balls: Blue, Red, Red, White
# 8544, Balls: Blue, Black, Green, Blue
# 8545, Balls: Red, Black, Black, Black
# 8546, Balls: White, Red, White, Red
# 8547, Balls: White, Red, Blue, Red
# 8548, Balls: White, Red, Blue, Green
# 8549, Balls: Blue, Red, Green, Red
# 8550, Balls: Red, White, Blue, Red
# 8551, Balls: Blue, Red, Blue, Blue
# 8552, Balls: Blue, Blue, Blue, White
# 8553, Balls: Red, Blue, Blue, Black
# 8554, Balls: Green, Black, Green, Red
# 8555, Balls: Green, Blue, Red, Green
# 8556, Balls: White, Red, Red, Red
# 8557, Balls: White, Blue, White, Green
# 8558, Balls: Red, Red, Red, Blue
# 8559, Balls: Black, White, Red, Red
# 8560, Balls: Green, Green, Red, Green
# 8561, Balls: Red, Green, Red, Red
# 8562, Balls: Red, Red, White, Red
# 8563, Balls: Green, White, Red, Green
# 8564, Balls: Green, Blue, White, Green
# 8565, Balls: Blue, White, Red, Blue
# 8566, Balls: Red, Black, White, Black
# 8567, Balls: White, Blue, Red, White
# 8568, Balls: Black, Blue, Red, Blue
# 8569, Balls: Blue, Red, Red, Black
# 8570, Balls: Blue, Blue, Red, Green
# 8571, Balls: Blue, Green, Red, Red
# 8572, Balls: Blue, Blue, Black, Blue
# 8573, Balls: Green, White, Blue, White
# 8574, Balls: Red, Red, Blue, Green
# 8575, Balls: Blue, Blue, Blue, Blue
# 8576, Balls: Blue, Black, Red, Blue
# 8577, Balls: Red, Red, Black, Black
# 8578, Balls: Black, Black, White, Blue
# 8579, Balls: Red, Black, Blue, Blue
# 8580, Balls: Red, White, Blue, Black
# 8581, Balls: Red, White, Green, Green
# 8582, Balls: White, Green, Red, Blue
# 8583, Balls: Blue, Blue, Red, Black
# 8584, Balls: White, Green, Blue, Black
# 8585, Balls: White, Green, Blue, Red
# 8586, Balls: Black, Blue, Blue, White
# 8587, Balls: Red, Blue, Red, Blue
# 8588, Balls: White, White, Black, Green
# 8589, Balls: Blue, Blue, Blue, Red
# 8590, Balls: Green, White, Black, Red
# 8591, Balls: Black, Red, Black, Blue
# 8592, Balls: Green, Green, Black, White
# 8593, Balls: Red, Blue, Green, Blue
# 8594, Balls: White, Green, Green, Blue
# 8595, Balls: Black, Blue, White, Green
# 8596, Balls: Blue, Black, Red, Blue
# 8597, Balls: Blue, White, Red, Red
# 8598, Balls: Green, Green, Red, Red
# 8599, Balls: Black, Blue, Black, White
# 8600, Balls: Red, White, Blue, Red
# 8601, Balls: Black, Black, Green, Green
# 8602, Balls: Blue, Blue, Red, Blue
# 8603, Balls: Blue, White, Green, Black
# 8604, Balls: Black, Green, Blue, Green
# 8605, Balls: Blue, Red, Blue, Green
# 8606, Balls: Blue, Blue, White, Blue
# 8607, Balls: White, Black, Red, Red
# 8608, Balls: White, White, Red, Red
# 8609, Balls: Blue, Green, Red, Red
# 8610, Balls: Black, Black, Red, Red
# 8611, Balls: Black, Blue, Blue, Black
# 8612, Balls: Red, Red, Green, Red
# 8613, Balls: White, Blue, Red, White
# 8614, Balls: Red, Red, Red, Green
# 8615, Balls: Black, Red, White, Green
# 8616, Balls: Red, White, Red, Black
# 8617, Balls: Red, Blue, Red, White
# 8618, Balls: Red, Black, White, Blue
# 8619, Balls: Blue, Green, Blue, Blue
# 8620, Balls: Red, Blue, Red, Blue
# 8621, Balls: Green, Blue, Red, White
# 8622, Balls: Green, Blue, Red, Red
# 8623, Balls: Blue, Green, Green, Red
# 8624, Balls: White, Blue, Red, Red
# 8625, Balls: White, White, Black, Red
# 8626, Balls: Red, Blue, Red, Red
# 8627, Balls: Red, White, Red, White
# 8628, Balls: Red, White, Blue, Blue
# 8629, Balls: Red, Blue, White, Green
# 8630, Balls: Red, Red, Green, Black
# 8631, Balls: Blue, Black, Blue, Black
# 8632, Balls: Red, White, White, Green
# 8633, Balls: Black, Red, Black, Red
# 8634, Balls: Red, Green, Green, Green
# 8635, Balls: Blue, Green, Red, Black
# 8636, Balls: Red, Red, Red, Green
# 8637, Balls: Blue, Green, Blue, Red
# 8638, Balls: Blue, Red, Blue, Red
# 8639, Balls: Green, White, Blue, Red
# 8640, Balls: Green, Blue, Green, White
# 8641, Balls: Black, Red, Green, Green
# 8642, Balls: Red, Red, Green, Black
# 8643, Balls: Red, Red, Blue, Black
# 8644, Balls: Green, Blue, Red, Black
# 8645, Balls: Blue, Black, Blue, Green
# 8646, Balls: Blue, White, Blue, White
# 8647, Balls: Green, Blue, Red, Blue
# 8648, Balls: White, Red, Blue, Red
# 8649, Balls: White, White, White, Blue
# 8650, Balls: Blue, Blue, Blue, Blue
# 8651, Balls: Black, Blue, Red, White
# 8652, Balls: Red, Red, Blue, Blue
# 8653, Balls: Red, Red, Blue, Green
# 8654, Balls: Blue, Red, Red, Black
# 8655, Balls: Red, Blue, Blue, Black
# 8656, Balls: Black, Red, White, Red
# 8657, Balls: Red, Green, Blue, White
# 8658, Balls: Black, Green, Green, Red
# 8659, Balls: Blue, Blue, Red, Blue
# 8660, Balls: Green, Green, Blue, Black
# 8661, Balls: White, Blue, Black, Red
# 8662, Balls: Red, Green, Black, Black
# 8663, Balls: Green, Green, White, Black
# 8664, Balls: Green, Red, Black, Blue
# 8665, Balls: Red, Red, Green, White
# 8666, Balls: Green, Black, White, Red
# 8667, Balls: Blue, White, Blue, Red
# 8668, Balls: Red, Blue, Blue, Green
# 8669, Balls: Red, White, White, Black
# 8670, Balls: Green, Blue, Blue, Red
# 8671, Balls: Black, Blue, Black, Black
# 8672, Balls: Red, Blue, White, Blue
# 8673, Balls: Blue, Blue, Green, Black
# 8674, Balls: Red, Blue, Blue, Red
# 8675, Balls: Blue, Red, Black, Red
# 8676, Balls: Red, White, Red, Red
# 8677, Balls: Red, Green, Red, Blue
# 8678, Balls: Red, Green, Red, Blue
# 8679, Balls: Blue, Blue, Red, Blue
# 8680, Balls: Red, Black, Green, Blue
# 8681, Balls: Green, Black, Red, Green
# 8682, Balls: Red, White, Blue, Green
# 8683, Balls: Green, Red, Blue, Red
# 8684, Balls: Green, Blue, Blue, White
# 8685, Balls: Blue, Black, White, Green
# 8686, Balls: Blue, Red, Blue, Blue
# 8687, Balls: Green, Red, Red, Green
# 8688, Balls: Blue, Green, Blue, White
# 8689, Balls: Blue, Green, Red, Blue
# 8690, Balls: Blue, Blue, Blue, Red
# 8691, Balls: Blue, Blue, White, White
# 8692, Balls: Red, Blue, Red, Blue
# 8693, Balls: Blue, Red, White, Green
# 8694, Balls: Blue, Blue, Black, Blue
# 8695, Balls: Red, Blue, Blue, Red
# 8696, Balls: White, White, Red, Red
# 8697, Balls: Black, Green, Blue, Blue
# 8698, Balls: Red, Red, Red, Blue
# 8699, Balls: Black, Blue, Blue, White
# 8700, Balls: Red, White, Blue, Blue
# 8701, Balls: Blue, White, Blue, Red
# 8702, Balls: Red, Red, Black, Green
# 8703, Balls: Red, Red, Green, Blue
# 8704, Balls: Red, Red, Red, Blue
# 8705, Balls: White, Black, Blue, Black
# 8706, Balls: Blue, Green, Green, Blue
# 8707, Balls: Green, Blue, Blue, Blue
# 8708, Balls: White, Black, Red, Red
# 8709, Balls: Red, Blue, Blue, White
# 8710, Balls: Green, Green, Blue, White
# 8711, Balls: Green, Red, Blue, Black
# 8712, Balls: Black, Red, Blue, Blue
# 8713, Balls: Blue, Red, Green, Red
# 8714, Balls: Green, Black, Blue, Red
# 8715, Balls: White, Blue, Black, Blue
# 8716, Balls: Blue, Blue, Black, Green
# 8717, Balls: Black, Red, Green, Red
# 8718, Balls: Green, Blue, Black, White
# 8719, Balls: Blue, Black, Red, Green
# 8720, Balls: Red, Black, Green, White
# 8721, Balls: Green, Blue, Red, Green
# 8722, Balls: Blue, Black, Red, Blue
# 8723, Balls: Green, Green, Red, Red
# 8724, Balls: Blue, Blue, Blue, Red
# 8725, Balls: Red, Red, Blue, Blue
# 8726, Balls: Red, Red, Blue, Black
# 8727, Balls: Red, Green, Green, Blue
# 8728, Balls: Blue, Green, Black, Blue
# 8729, Balls: Blue, Red, Blue, Black
# 8730, Balls: Red, Red, Red, Blue
# 8731, Balls: Red, Blue, Green, Blue
# 8732, Balls: Blue, Green, Red, Green
# 8733, Balls: White, Red, Green, White
# 8734, Balls: Red, Blue, Red, Blue
# 8735, Balls: White, Red, Red, Blue
# 8736, Balls: White, Red, Blue, Blue
# 8737, Balls: Red, Blue, Green, Green
# 8738, Balls: Red, Black, Red, Blue
# 8739, Balls: Blue, Red, Black, White
# 8740, Balls: Red, Red, Red, Red
# 8741, Balls: Black, Blue, Red, Blue
# 8742, Balls: Green, Black, Red, White
# 8743, Balls: Black, Green, Green, White
# 8744, Balls: Blue, White, Red, Red
# 8745, Balls: Green, Red, Blue, Green
# 8746, Balls: Red, Red, White, Blue
# 8747, Balls: Red, Blue, Red, White
# 8748, Balls: Green, Red, Red, Red
# 8749, Balls: Blue, Blue, Green, Red
# 8750, Balls: Red, Black, Red, Blue
# 8751, Balls: Red, Blue, Red, Blue
# 8752, Balls: Red, Blue, Blue, Black
# 8753, Balls: Red, Black, Black, Blue
# 8754, Balls: Black, Blue, White, Green
# 8755, Balls: Red, Blue, Green, Red
# 8756, Balls: Blue, White, White, Red
# 8757, Balls: Blue, Red, Red, Green
# 8758, Balls: Black, Green, Blue, Black
# 8759, Balls: Green, Red, Green, Red
# 8760, Balls: Red, Red, Black, Black
# 8761, Balls: Blue, Red, Blue, Green
# 8762, Balls: White, Blue, White, Blue
# 8763, Balls: Black, Blue, Blue, Red
# 8764, Balls: Black, Red, Blue, Red
# 8765, Balls: White, Red, Black, Red
# 8766, Balls: Black, Blue, Blue, Red
# 8767, Balls: Blue, Black, White, Red
# 8768, Balls: Red, Black, Red, Red
# 8769, Balls: Blue, Green, Blue, White
# 8770, Balls: Black, Green, Green, White
# 8771, Balls: Red, Red, Red, Blue
# 8772, Balls: White, Blue, Blue, Blue
# 8773, Balls: White, Black, Red, White
# 8774, Balls: Red, Blue, White, Blue
# 8775, Balls: Green, Blue, Black, Green
# 8776, Balls: Red, Red, Green, Red
# 8777, Balls: Blue, Green, Red, Red
# 8778, Balls: Blue, Black, Red, Red
# 8779, Balls: Black, Black, Blue, Blue
# 8780, Balls: Green, Blue, Green, Red
# 8781, Balls: Blue, Blue, Red, Red
# 8782, Balls: Black, Red, Green, Blue
# 8783, Balls: White, Blue, Red, Black
# 8784, Balls: Black, Red, Red, Blue
# 8785, Balls: Red, Black, Green, Blue
# 8786, Balls: Blue, Green, Green, Blue
# 8787, Balls: Red, Green, Red, Black
# 8788, Balls: Blue, Blue, Red, Blue
# 8789, Balls: White, Green, Blue, Green
# 8790, Balls: White, Blue, Red, Red
# 8791, Balls: White, Blue, Blue, Blue
# 8792, Balls: Blue, Black, Blue, Blue
# 8793, Balls: Green, Black, Green, Blue
# 8794, Balls: Green, Red, White, White
# 8795, Balls: Red, Blue, White, Red
# 8796, Balls: Blue, Red, White, Black
# 8797, Balls: Blue, Blue, Green, Blue
# 8798, Balls: Red, Red, Blue, Red
# 8799, Balls: Blue, Red, Red, Black
# 8800, Balls: Red, Red, Blue, Green
# 8801, Balls: White, Blue, Green, Green
# 8802, Balls: Red, Black, Red, Green
# 8803, Balls: Blue, Blue, Red, Blue
# 8804, Balls: Blue, Green, Black, Red
# 8805, Balls: Black, Red, Blue, Green
# 8806, Balls: White, White, Blue, Red
# 8807, Balls: Red, Blue, Red, Blue
# 8808, Balls: Red, Green, Red, Blue
# 8809, Balls: Blue, Red, Green, Green
# 8810, Balls: Blue, Red, Red, Blue
# 8811, Balls: Red, Red, Blue, Black
# 8812, Balls: Red, Green, Black, Blue
# 8813, Balls: Blue, Black, Green, Green
# 8814, Balls: White, Blue, Blue, Blue
# 8815, Balls: Red, Red, Blue, Blue
# 8816, Balls: Green, Black, Green, Blue
# 8817, Balls: Green, Red, Red, Red
# 8818, Balls: Green, Red, Blue, Blue
# 8819, Balls: Blue, Red, Red, Black
# 8820, Balls: Black, Green, Red, Black
# 8821, Balls: White, Red, Blue, Green
# 8822, Balls: Blue, Red, Blue, Red
# 8823, Balls: Blue, White, Blue, Red
# 8824, Balls: Blue, Red, Red, White
# 8825, Balls: Green, Blue, Red, Blue
# 8826, Balls: Blue, Red, Blue, Green
# 8827, Balls: Green, Green, Blue, Green
# 8828, Balls: Green, Blue, Blue, Blue
# 8829, Balls: Blue, Blue, Black, Blue
# 8830, Balls: Blue, Red, Blue, Black
# 8831, Balls: Red, Red, Red, White
# 8832, Balls: Blue, Black, Red, Black
# 8833, Balls: Red, Blue, Red, Blue
# 8834, Balls: Green, Green, Red, Blue
# 8835, Balls: Red, White, Red, Blue
# 8836, Balls: Blue, Red, Blue, Blue
# 8837, Balls: Blue, Red, Red, White
# 8838, Balls: Red, Black, Blue, White
# 8839, Balls: Green, Green, Blue, Green
# 8840, Balls: Green, Red, Red, Blue
# 8841, Balls: Black, Red, Red, Black
# 8842, Balls: Green, Green, Green, Black
# 8843, Balls: Blue, Blue, Black, Blue
# 8844, Balls: Red, Blue, Red, White
# 8845, Balls: Red, Red, Blue, Green
# 8846, Balls: Red, Black, Green, Black
# 8847, Balls: Green, Green, Red, Green
# 8848, Balls: Black, Red, Blue, Blue
# 8849, Balls: Blue, White, Blue, Blue
# 8850, Balls: White, White, Black, Black
# 8851, Balls: Green, Blue, Green, Blue
# 8852, Balls: White, Black, White, Red
# 8853, Balls: Red, Red, Black, Blue
# 8854, Balls: Blue, Black, Black, Green
# 8855, Balls: Blue, Red, White, Green
# 8856, Balls: Black, Green, Black, Red
# 8857, Balls: Blue, Black, Blue, Blue
# 8858, Balls: Black, Red, Green, Green
# 8859, Balls: Black, Green, Black, Green
# 8860, Balls: Blue, Red, Black, Blue
# 8861, Balls: White, White, White, Black
# 8862, Balls: Black, Blue, Red, Red
# 8863, Balls: Red, Blue, Green, Red
# 8864, Balls: Red, Green, Red, Green
# 8865, Balls: Green, Blue, Red, Blue
# 8866, Balls: Red, Red, Red, Red
# 8867, Balls: Black, Blue, Blue, Green
# 8868, Balls: White, Black, Blue, Black
# 8869, Balls: White, White, Black, Blue
# 8870, Balls: Black, Blue, Black, Black
# 8871, Balls: Red, White, Red, Blue
# 8872, Balls: Red, Black, Red, Red
# 8873, Balls: Red, Blue, Red, White
# 8874, Balls: White, Black, Green, Green
# 8875, Balls: Black, Blue, Black, Green
# 8876, Balls: Green, Black, Green, Green
# 8877, Balls: Blue, Red, Blue, Blue
# 8878, Balls: Red, Red, Green, Red
# 8879, Balls: Green, White, Black, Black
# 8880, Balls: Green, Red, Blue, Green
# 8881, Balls: Red, Blue, White, Blue
# 8882, Balls: Blue, Blue, Black, Black
# 8883, Balls: Red, Red, Red, Green
# 8884, Balls: Black, Blue, Black, Blue
# 8885, Balls: Red, Red, Black, Black
# 8886, Balls: Red, Black, Blue, Black
# 8887, Balls: Black, Black, Blue, Green
# 8888, Balls: Green, Red, Green, Black
# 8889, Balls: Green, Blue, Blue, White
# 8890, Balls: Red, Blue, Red, White
# 8891, Balls: White, Red, Blue, Green
# 8892, Balls: Black, Red, Black, Red
# 8893, Balls: Blue, Blue, Red, Green
# 8894, Balls: Red, Green, White, White
